Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Region,IncomeGroup
Belgium,BEL,9.94159407413,10.1038719949,10.6411896304,11.3869287399,11.0536547171,11.1416555549,11.042019428,11.2172567535,12.3256871263,12.8154496066,13.0101788101,12.5634251758,13.4726952569,14.2554864028,13.8369655456,12.4583038967,13.241679786,12.8754387175,13.8070579359,14.2392338153,13.7232962737,12.5795550697,11.9266847823,10.3120794235,10.6969663854,10.5974402504,10.4315417139,10.4471727823,10.1351438506,10.8135149421,10.639671673,11.0909998775,11.1464825143,10.6750345457,11.1051094038,11.0811520507,11.6238342475,11.3288520215,11.601914553,11.2537074806,11.2078472381,11.1130394291,10.3649114929,11.0411474101,10.6426405295,10.3350958433,10.1228793289,9.71371759037,9.69959896257,9.63477575542,9.98997552442,8.8493983025,Europe & Central Asia,High income: OECD
Benin,BEN,0.0663541178309,0.0520457809848,0.0542015282643,0.0475796542728,0.0552950437719,0.0571149082952,0.042394929182,0.0523195961148,0.055230834939,0.0708498966505,0.0971050313832,0.0987099003648,0.127891948804,0.122623448831,0.127816295379,0.13598301419,0.0778230226205,0.0865397222007,0.103038654432,0.101340082338,0.139064997967,0.112249051987,0.127787747481,0.114215524385,0.123291053149,0.173630822275,0.156998720112,0.118573003535,0.119745164475,0.132690892098,0.142976655334,0.159910854265,0.16841036431,0.202977024301,0.218621053385,0.221772443397,0.204833203213,0.191382863348,0.185408737167,0.231754927052,0.230065879391,0.252987807096,0.280412782963,0.307110875081,0.316583690909,0.292647893114,0.458607506623,0.516298738682,0.500183372755,0.514277811601,0.541771234258,0.509962225664,Sub-Saharan Africa,Low income
Burkina Faso,BFA,0.00911189654962,0.018729908891,0.0170031197553,0.0175042135575,0.0215752755697,0.0198412752091,0.0195336585392,0.0192168474009,0.0188949658081,0.0218898760748,0.0254263549904,0.0262689226067,0.027698414347,0.0284431953059,0.033998427826,0.0357491728068,0.0333149135078,0.038968347399,0.0533416936924,0.0610098627643,0.0634202179737,0.0797954749198,0.0804272716706,0.0809237877554,0.0618369289323,0.061686779042,0.0605719048406,0.0635186944201,0.0662633704414,0.095737150816,0.0665892410118,0.0692873772526,0.067840822896,0.0656434202955,0.065745056377,0.0621471463078,0.0682294448881,0.0756381553306,0.0785611900638,0.0825504457319,0.0897168352983,0.0835101902754,0.0817475639054,0.0852143871809,0.0847224206191,0.0838753505551,0.0983401636308,0.115429246294,0.115427271079,0.109774087266,0.10767309964,0.119980559825,Sub-Saharan Africa,Low income
Bangladesh,BGD,,,,,,,,,,,,,0.0519295297619,0.0663343338022,0.0667367288506,0.068350464474,0.0763767621882,0.077652827247,0.0782023891394,0.0840043902382,0.0938786745656,0.0948775198421,0.1001431519,0.0933995111498,0.10074582976,0.110031467766,0.119968040455,0.120864332123,0.134411176331,0.130117492291,0.146564940294,0.146903475772,0.159912481644,0.153445766825,0.163650969329,0.192658144161,0.198614945174,0.202825216451,0.190602088302,0.196015724665,0.212287043875,0.24261901591,0.247430419383,0.244466359761,0.282229561764,0.262742269066,0.332345776357,0.319840388764,0.334439662265,0.352155282333,0.370359877786,0.372017165839,South Asia,Lower middle income
Bulgaria,BGR,2.83390112126,3.26992007421,3.83589181807,4.25978092743,5.26298791553,5.64565194179,5.90543671471,6.63836916108,7.11221440252,7.86993281617,7.21342437206,7.53255267592,7.7156567011,7.98355022122,8.21095803598,8.37787747877,8.34794617267,8.62876646249,9.23652954743,8.96813200634,8.74423866745,9.03643153048,10.107275314,10.1083366202,9.74996147055,9.99278347628,10.2172999377,10.2141340013,9.71884349135,9.77126186722,8.69022430892,6.73939778047,6.37676477876,8.0353328542,6.43623548322,6.90032639521,6.76324103838,6.20984958256,5.93432529316,5.35671807648,5.32803434248,5.79201030587,5.67260666244,6.04686167686,6.01288843657,6.1899191204,6.35710116352,6.91668736377,6.77893940403,5.72971597741,5.9668835479,6.71438250987,Europe & Central Asia,Upper middle income
Bahrain,BHR,3.5428643516,10.5473964412,9.19360857735,6.71415573329,8.74748049504,6.55702222602,3.3843582818,5.12101242081,5.49266246336,6.16290581153,12.1658595414,13.7673589725,16.0359774901,23.0238555824,21.4372151869,21.5741471243,23.1639709276,24.6332196705,24.0075484296,23.724381543,21.9162911015,22.7885733378,25.4918020469,20.7562372776,22.6112891462,24.3053227633,25.4033015984,25.4569971982,26.1447204101,24.3970747787,25.5388068008,24.204240524,21.9143985247,29.3117948373,29.0808630049,28.4198517021,26.9402178131,28.9699833064,29.7784222738,28.1159705666,27.956644248,20.0423173064,21.6421070771,21.6236936955,21.6709942833,22.1539052426,20.0147585905,21.4432955245,21.519995483,18.1362337417,18.4350247638,17.9473298142,Middle East & North Africa,High income: nonOECD
"Bahamas, The",BHS,3.74983109033,4.74669875248,5.9964321994,5.55819871045,8.11859652797,9.39994573328,7.46608455631,11.1735044919,10.286990399,10.62704414,15.2001346276,38.7227708536,36.4959739997,43.3803095504,39.919636731,43.7014485234,33.5134962806,49.2981361418,32.7919269916,33.6376299518,37.9302810216,13.0062022989,10.2714288957,8.95641361547,8.0668388286,6.43760972201,5.90383135674,5.8457214934,6.2208776295,7.73134144647,7.61043622093,6.82514734774,6.73784536303,6.27473309609,6.11381536265,6.00802067456,5.87925311496,4.75357531153,5.79025284947,5.70837477689,5.60099163788,5.17743074111,5.10013908206,4.80793141561,5.34350884699,4.85602427386,4.53186559897,4.52135371166,2.99808942961,4.63052032245,6.82932128703,5.19984401886,Latin America & Caribbean,High income: nonOECD
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961686462448,0.71194134407,0.809223406515,0.883835858116,1.11723409844,2.22095178171,2.80568039709,2.74221545407,3.63521315476,3.51669413779,3.75525129407,3.79542285372,4.08022510947,4.2272056727,4.57598324764,4.58038656209,5.23154664537,5.37188996001,5.51399384344,6.19665214975,Europe & Central Asia,Upper middle income
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56375156617,7.2713254224,6.4451280923,6.09368059643,5.92097785433,5.88307571414,5.72028692025,5.56243886398,5.3441806097,5.29772169621,5.31073786113,5.48346942942,5.96481079137,6.11242564421,6.43786828405,6.3056289749,6.59274874055,6.34193899232,6.55654963119,6.68251039797,Europe & Central Asia,Upper middle income
Belize,BLZ,0.477951079637,0.387218719971,0.71540933781,0.622356887567,0.818288541768,0.794762582335,0.737799970735,1.07375398185,0.88467271521,1.1376739896,0.99044025569,1.14601096224,1.24013747759,1.13446873018,1.17293954579,1.32083655383,1.3024233231,1.44548181997,1.55681000489,1.47917315368,1.32280733398,1.24249488365,1.13763217996,1.10607752535,1.07488368612,1.15624924204,1.21101609955,1.30418870392,1.3928557464,1.63892734507,1.66191242962,1.8802471655,1.83047123059,1.91129721934,1.85460982358,1.82497753211,1.44157922817,1.75400707556,1.60827047753,2.51601512819,2.78755579996,2.78991642777,1.3985400569,1.43065484595,1.43447126791,1.46276638932,1.48823563805,1.53609380603,1.47319582578,1.49518515569,1.72170865865,1.67090430234,Latin America & Caribbean,Upper middle income
Bermuda,BMU,3.55137387387,3.86848351648,3.38371244635,3.15192872117,4.12443762781,3.58648702595,3.95460784314,4.09011538462,4.22050943396,3.667,4.13370909091,4.23115384615,4.66832103321,7.90654275093,8.30911985019,8.64858490566,8.82285714286,8.51513108614,7.93604477612,8.58814126394,7.98194622279,7.06089009991,7.14234702159,8.06438405149,7.86393846481,7.92718548982,7.41298665087,9.95209943128,11.124119492,13.3365850342,10.075194687,8.63612951322,6.94661660551,8.15442199966,7.97442683749,7.79481471563,7.92812120607,7.87989487082,7.58154340942,8.07775148895,8.00616175828,7.92021310636,8.33515068667,8.04915909988,10.5280985253,6.91627957727,8.0702075229,7.96829922328,5.95501968655,7.09532878298,7.32003562435,6.07721021002,North America,High income: nonOECD
Bolivia,BOL,0.272037722986,0.276621294805,0.28662649397,0.310159434374,0.371215691876,0.371151110773,0.407084847923,0.446569679542,0.503738379571,0.577436613872,0.551786663068,0.665553984745,0.760236181086,0.720636405884,0.717366155784,0.810373150999,0.894576639511,0.856199952729,0.939655385098,0.866274903673,0.835142833834,0.839129259447,0.745316773107,0.719868683727,0.664043162278,0.664145932037,0.595940953879,0.623387095776,0.653551373645,0.742885590847,0.806005064579,0.829103981239,0.935813471657,1.10859611121,1.20456164178,1.2503257688,1.29765446984,1.40094843511,1.42727899194,1.37399736762,1.22592257197,1.15624481397,1.10560774027,1.60366372999,1.45899145158,1.32247248204,1.58674906513,1.31820385825,1.41218933582,1.45984101117,1.54765908686,1.59949903942,Latin America & Caribbean,Lower middle income
Brazil,BRA,0.647067792274,0.658624757599,0.697280743216,0.700749314088,0.694000897986,0.670372270383,0.743447848602,0.744966530874,0.848797467037,0.900942019525,0.97686108314,1.04302203609,1.13405146152,1.28205605906,1.35533072236,1.39410634481,1.39683053945,1.43229513358,1.51825407362,1.5780138541,1.53102100781,1.37327055569,1.34455490006,1.27186192607,1.26021637641,1.32456548047,1.42400691703,1.45699151275,1.44239078857,1.44805023911,1.38893957419,1.4343128382,1.42043465472,1.46210883416,1.51100239867,1.5873392417,1.72279160068,1.79010337098,1.83143031299,1.84907556878,1.86580837597,1.89123873617,1.83526627923,1.75149065902,1.81513348184,1.84269049472,1.82313307232,1.8840344708,1.99042894229,1.86652237546,2.11341454484,2.19139356377,Latin America & Caribbean,Upper middle income
Barbados,BRB,0.746312799328,0.838898624792,1.11941062154,0.816329675881,0.766085262229,0.872453509961,1.13407726558,1.42576282647,1.85515116,2.01914581503,1.79629218705,2.01653071597,2.08075264764,1.97702280023,2.00940545271,2.31019822544,2.14882963418,2.37308117451,2.522542844,2.39428926331,2.67540057971,2.70953453453,2.54255503553,2.69425770583,2.93135837301,3.30981248706,3.57076085348,3.65833103657,3.65956739026,3.8160521711,4.12649112431,4.61741573249,3.73435831325,4.23719549509,2.83342991875,3.12777681328,3.19900729488,3.37929303524,4.25617188346,4.49988844266,4.4030418251,4.51117161582,4.5250093009,4.66016800056,4.73999875499,4.93817081671,4.98639470622,5.1787408475,5.87111407605,5.83367807919,5.43033845317,5.58017761812,Latin America & Caribbean,High income: nonOECD
Brunei Darussalam,BRN,4.07817904064,3.55200905622,4.13342187204,3.79817405232,3.48228891181,3.25478663741,4.57308515589,3.90521831736,3.63050873274,3.93712209889,63.2889562087,55.390300333,66.702811698,67.4125497241,53.0117167007,44.0362004739,36.0160984679,36.7910899405,52.9035967553,39.8335153598,35.6524705139,7.38423489475,10.2108982205,12.8298843709,8.84233700488,11.6397562867,10.0219206863,14.0632045089,23.5503728115,25.4169449583,24.1765477409,20.9867834244,20.2367264853,18.8517179864,17.4021842372,17.2778210908,17.0953450003,17.3082267406,17.5785661764,13.0684409472,18.4706734754,17.0690204525,14.139045905,13.9522595743,13.6288276638,12.7675060585,11.6041151704,24.1784093853,26.338271365,22.1490286246,21.8732221041,24.3920133786,East Asia & Pacific,High income: nonOECD
Bhutan,BTN,,,,,,,,,,,0.012581615813,0.0121563518347,0.0117264447799,0.0113016812291,0.0108917449068,0.010502769615,0.0101336973763,0.0195677172686,0.0283727635913,0.0549530693495,0.0533302953987,0.060556233147,0.0759763803999,0.0659548684882,0.112550012606,0.132916142513,0.113611249383,0.204961752823,0.212757316252,0.117779868653,0.23967096479,0.349775004769,0.409693515248,0.360447299493,0.415904353301,0.489993063429,0.594017686196,0.760266990711,0.721706972368,0.702122770963,0.708458365755,0.669271192044,0.69856839917,0.612679529064,0.485668561338,0.608197947365,0.588329934625,0.575767714253,0.606778514799,0.54914598138,0.677145031003,0.766205619423,South Asia,Lower middle income
Botswana,BWA,,,,,,,,,,,,,0.0297423197441,0.0670929732598,0.111049282472,0.227506572153,0.695727636849,0.879789545536,0.901553657784,0.982028122284,0.99005551368,0.976141085867,1.02816735548,0.930741764768,0.912973174132,0.979567890903,1.08358981327,1.21872660067,1.2438664192,1.32468336999,1.57861711796,1.51317866795,2.24220224821,2.33165861969,2.27052922583,2.23561956517,1.94744969528,1.95175733331,2.28352892032,2.07565875736,2.4621523121,2.45918738451,2.51010873848,2.35562941123,2.38507313087,2.47679483348,2.45089416887,2.43525616818,2.53055136884,2.19229458572,2.55529338114,2.32334500643,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,0.0585353784268,0.0575505696008,0.0471138131996,0.0462489713167,0.0453692047398,0.053376030276,0.0501172399122,0.0533441408437,0.104457459294,0.104353430237,0.114298603934,0.0983238030478,0.0887472102413,0.0832814162197,0.0575297778102,0.0508957414546,0.0622564941365,0.0608726831552,0.0679437699065,0.0463781365634,0.0467627781601,0.0579760616239,0.0592998362561,0.0590103416951,0.0587652906155,0.0614091977542,0.0599514288942,0.0946352506195,0.0822220719502,0.0868532099387,0.0674027650322,0.0682017303509,0.0700366218311,0.0705448510935,0.0721296198971,0.0703534941724,0.0686791938225,0.0702387997404,0.0697103852696,0.0722698046429,0.0718431431909,0.0647456950881,0.063653561961,0.0598191213812,0.053332885311,0.0524424451278,0.055087916199,0.055850116989,0.0548284566531,0.0538091093598,0.0593983360529,0.0631278135948,Sub-Saharan Africa,Low income
Canada,CAN,10.770847287,10.627897652,11.1306274847,11.1321024046,12.305370401,12.8140014737,12.9349181464,13.8103545953,14.6326451986,14.6186486114,16.0141487526,16.2900902657,17.3294250049,17.0599518324,17.1234430605,17.1116133397,16.979248448,17.1521166583,17.3030650691,18.2093278,18.0227689586,17.2692136948,16.4594492501,16.0546491986,16.5588548362,16.270103847,15.4576840559,16.2466745763,16.9568242796,16.9207827897,15.6590703825,15.1492597425,15.449320164,15.4565546704,15.6965288017,15.9272273625,16.1588545728,16.4937470988,16.7435327411,16.9008648096,17.3704516131,16.9850295188,16.5593778458,17.4638617565,17.2636102203,17.4260806202,16.8936081894,17.0518995298,16.3661645948,15.0890976604,14.5890535392,14.1358133791,North America,High income: OECD
Switzerland,CHE,3.66436597885,3.75182498407,4.33357206868,5.11129548824,4.86528203761,5.18573195603,5.32762003122,5.43460087436,5.93770157921,6.2082888514,6.51957044284,6.75043498736,6.86373981865,7.33475928944,6.54131127092,6.16813754135,6.42342789469,6.54098549093,6.72077870806,6.3408505862,6.41494978644,6.11563526015,5.73116759024,6.24251846887,6.0812452605,6.15533853191,6.50282466939,6.15003928126,6.17452610844,5.93778298855,6.34508516765,6.28029708331,6.22423627316,5.87342383146,5.90858368025,5.57131697518,5.64010251914,5.84948312194,5.86565191763,5.6971002623,5.43548498451,5.94238445202,5.58953309742,5.47826441228,5.4660425935,5.56328105724,5.59560519908,5.03494463137,5.28160584753,5.37229118249,4.9524992559,4.62522992398,Europe & Central Asia,High income: OECD
Chile,CHL,1.7530448204,1.83827289603,2.07658831467,2.1069250524,2.08041263524,2.06298912434,2.13490094089,2.14099012719,2.31013697604,2.40542870565,2.57943761616,2.78142414079,2.84291142148,2.74133176543,2.53094477914,2.20852101465,2.27727241935,2.15044934419,2.10380402242,2.24587310904,2.24896433613,2.15378761385,1.78197194518,1.77477941046,1.86219780937,1.77587257164,1.80813734949,1.81275896487,2.11746660325,2.50508307582,2.53513301142,2.34561834182,2.39368252625,2.51312107201,2.72403486732,2.94104334047,3.36896878443,3.864226566,3.8977007912,4.10627086548,3.87696193907,3.48663521204,3.55976955016,3.53498465409,3.77389617962,3.84046304023,3.98128426961,4.35156491028,4.31643980454,3.9694341465,4.24672531044,4.61644538016,Latin America & Caribbean,High income: OECD
China,CHN,1.17038137227,0.836046900792,0.661428164381,0.64000189936,0.625646053941,0.665524211218,0.710891381561,0.574162146975,0.605451996746,0.725149509123,0.94293453499,1.04223969659,1.08067663654,1.09819569132,1.09736711057,1.25012409496,1.28528313554,1.38884289659,1.52920110964,1.54267509868,1.49525074931,1.46043181656,1.56673968353,1.62905590779,1.75044806018,1.87105479144,1.93943425698,2.03841068877,2.15090522498,2.15307791087,2.16770307659,2.24590127566,2.31420729032,2.44280065935,2.56599389177,2.75575496637,2.84430958154,2.82056789058,2.67674598026,2.64864924665,2.69686243323,2.74212081299,2.88522504139,3.51224542766,4.08013890554,4.44115069493,4.89272709798,5.15356401659,5.31115185539,5.7781431839,6.1724888761,6.71030199088,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,0.132972287871,0.153721674313,0.156855909486,0.160260307636,0.188344990647,0.278083549717,0.29418979858,0.324270273072,0.367893243762,0.416391702831,0.465902721792,0.493157110384,0.524437451034,0.53286982025,0.564472594522,0.603914237644,0.573142555082,0.560377127251,0.636554736749,0.685443083569,0.752871829808,0.51759686763,0.678621478717,0.515857499433,0.553291012841,0.721268182531,0.565616731961,0.702227982538,0.807979838269,0.725613208615,0.476538744454,0.447281466573,0.354420170237,0.436518644568,0.376324148462,0.495150419943,0.56416550741,0.534357649092,0.439476295297,0.388336308538,0.4111457428,0.45812017473,0.423983154093,0.312160239302,0.430502632325,0.431561606207,0.378474934427,0.364908081636,0.356768972041,0.297496879462,0.292351512964,0.312877702632,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,0.0506135841848,0.0515770455396,0.0517885260883,0.052576831986,0.057664584663,0.0520561333447,0.0562222414325,0.0729810151442,0.0786132760161,0.0866682554402,0.0942343981295,0.11662467169,0.120787752366,0.122602408284,0.129543206479,0.150182114251,0.137290784597,0.191235905929,0.237627774144,0.21096419899,0.437225939953,0.580668864509,0.669143785471,0.674434461502,0.601530824974,0.623818597994,0.187436982886,0.168200106694,0.194470042111,0.651905547294,0.144002179223,0.089386420018,0.296586888269,0.295997524508,0.281789095495,0.31327086433,0.321437703807,0.218624576911,0.212370347278,0.198545221235,0.215493084286,0.209262635537,0.203680529391,0.220421345742,0.223952227516,0.203913289784,0.20763178836,0.305805976486,0.283310453563,0.332458227399,0.325727346556,0.26809179289,Sub-Saharan Africa,Lower middle income
