date,no1,no2,no3,no4,no5
2014-01-06 06:00:00,0.774018,1.304637,-0.644104,0.488937,0.182611
2014-01-06 07:00:00,1.355891,0.927098,1.011836,2.755770,1.152889
2014-01-06 08:00:00,0.579591,-0.186153,-2.088977,-1.967285,0.559960
2014-01-06 09:00:00,0.559528,-1.469178,-1.136775,-0.308993,-0.803255
2014-01-06 10:00:00,-1.525730,0.099022,-2.911726,-0.231116,-0.502186
2014-01-06 11:00:00,-0.069939,1.734251,0.317437,-0.829498,-1.015407
2014-01-06 12:00:00,1.115803,-0.200068,0.626313,1.650468,0.139068
2014-01-06 13:00:00,-0.768651,-0.327605,-1.155918,-0.119812,0.178380
2014-01-06 14:00:00,1.463894,-1.605283,-0.687398,1.065896,1.898124
2014-01-06 15:00:00,0.274964,-0.641276,0.159892,1.521709,-0.028935
2014-01-06 16:00:00,-0.136684,-1.199259,-0.336056,-1.172840,1.720071
2014-01-06 17:00:00,0.909030,0.694326,-1.010034,0.585243,0.504262
2014-01-06 18:00:00,0.028731,-0.195358,0.649858,1.031719,0.335151
2014-01-06 19:00:00,-0.234280,-1.368079,0.413471,0.265368,0.701328
2014-01-06 20:00:00,-0.206357,0.759014,0.670812,-0.915451,-1.423459
2014-01-06 21:00:00,1.662230,-0.819236,-1.456215,1.053315,-0.304971
2014-01-06 22:00:00,0.835416,0.145230,1.417715,-0.888883,-0.136609
2014-01-06 23:00:00,-0.285331,1.484382,0.856940,0.644362,1.366459
2014-01-07 00:00:00,-1.808720,1.047308,0.623000,-0.074093,-1.384993
2014-01-07 01:00:00,-0.093258,0.008392,-1.356217,-1.385285,-0.544281
2014-01-07 02:00:00,0.787318,0.348446,1.272648,-1.124488,-2.233082
2014-01-07 03:00:00,-0.823082,-1.291857,0.680552,1.487089,-0.363798
2014-01-07 04:00:00,0.018626,-0.368061,-0.169323,0.462735,0.067379
2014-01-07 05:00:00,-0.300815,-1.232358,1.421201,-0.849198,-0.261788
2014-01-07 06:00:00,-1.395445,0.602283,1.160252,3.052203,-1.553850
2014-01-07 07:00:00,1.072386,0.649112,-0.371305,-0.156954,1.167165
2014-01-07 08:00:00,-0.247133,-1.244697,-1.265088,0.303802,0.922542
2014-01-07 09:00:00,0.015719,-0.029219,-0.086350,-1.399412,-1.915708
2014-01-07 10:00:00,-0.098241,2.640263,0.737907,-0.876800,0.208345
2014-01-07 11:00:00,-1.192783,-0.626090,-0.781314,-0.871490,-1.500592
2014-01-07 12:00:00,0.381872,0.229678,0.393993,0.595905,0.197374
2014-01-07 13:00:00,-0.925955,0.187792,0.124817,-1.944851,1.253614
2014-01-07 14:00:00,-1.226648,-0.900960,-1.880297,-0.015701,0.772478
2014-01-07 15:00:00,0.497498,0.950170,1.222565,-0.048884,1.816290
2014-01-07 16:00:00,-0.928375,0.318377,-1.738029,-0.415712,-1.504801
2014-01-07 17:00:00,0.593167,0.993354,-0.706839,1.888139,-0.226080
2014-01-07 18:00:00,-0.863233,-0.624443,0.148106,-0.038819,-0.726499
2014-01-07 19:00:00,-1.648071,-0.492609,-0.433692,1.991083,0.725950
2014-01-07 20:00:00,0.283776,-1.824055,0.151914,0.138787,0.927967
2014-01-07 21:00:00,1.175109,-0.619031,-0.695311,0.232046,1.556149
2014-01-07 22:00:00,-1.187196,1.137259,-0.486421,0.356560,-1.032942
2014-01-07 23:00:00,-0.422676,1.525752,-0.787743,-1.085066,0.988946
2014-01-08 00:00:00,-1.182279,0.131972,-1.327980,-1.065008,-0.756041
2014-01-08 01:00:00,-0.727506,-0.149077,2.157774,0.082870,0.056987
2014-01-08 02:00:00,1.829078,-1.090719,0.257586,-0.229094,-2.017142
2014-01-08 03:00:00,0.807096,0.043374,0.655846,-0.517407,0.424916
2014-01-08 04:00:00,0.151586,1.168910,1.447469,0.912305,2.358218
2014-01-08 05:00:00,1.199705,0.278972,0.465579,1.237873,1.005021
2014-01-08 06:00:00,1.089861,0.727701,0.500093,0.777759,-0.518001
2014-01-08 07:00:00,1.291120,0.662396,-0.555394,-1.597380,-1.189312
2014-01-08 08:00:00,-0.479420,0.518175,-1.216266,1.376789,-0.302148
2014-01-08 09:00:00,-1.522432,0.165695,1.299208,1.126057,-0.062450
2014-01-08 10:00:00,-0.302501,-0.778954,0.030637,0.578213,-0.144890
2014-01-08 11:00:00,-1.726723,-0.947103,0.074136,0.951843,0.053146
2014-01-08 12:00:00,-1.428660,0.961651,0.487782,-0.465202,-0.293162
2014-01-08 13:00:00,-1.026636,0.873017,0.658020,1.212312,-0.839427
2014-01-08 14:00:00,0.727639,-1.447140,0.314267,-0.246043,0.323353
2014-01-08 15:00:00,-0.030406,-1.950137,1.583861,0.885352,-1.544331
2014-01-08 16:00:00,0.633622,-0.412559,-1.340641,-0.259886,-0.214616
2014-01-08 17:00:00,0.560196,-2.035067,0.155338,0.155639,0.543453
2014-01-08 18:00:00,0.730053,-0.397292,1.690877,0.203461,-0.940838
2014-01-08 19:00:00,2.060637,-0.575702,1.518425,-0.884084,-0.569447
2014-01-08 20:00:00,-0.944318,-1.012449,-0.213376,0.535878,0.080901
2014-01-08 21:00:00,1.441147,0.496318,0.978616,-1.641499,0.983485
2014-01-08 22:00:00,-1.124904,-1.656596,-0.703927,-0.668540,0.787909
2014-01-08 23:00:00,0.095051,-1.065976,-0.288148,0.703620,1.212681
2014-01-09 00:00:00,-2.106207,0.838535,0.178174,-1.106308,-2.054221
2014-01-09 01:00:00,-0.107929,-0.050657,-0.156814,1.613853,2.286068
2014-01-09 02:00:00,-0.304768,0.873827,0.953575,-0.149412,-0.671252
2014-01-09 03:00:00,0.381117,-0.986444,1.760965,-0.141210,0.900060
2014-01-09 04:00:00,0.344609,0.105182,-0.565597,-0.822965,-1.255524
2014-01-09 05:00:00,1.098653,-1.951929,0.082434,0.537938,0.932203
2014-01-09 06:00:00,0.564942,1.332867,-0.610155,-0.035089,0.845786
2014-01-09 07:00:00,-1.368549,0.176701,-0.159802,-0.229062,0.268016
2014-01-09 08:00:00,0.075398,-0.022475,-0.307918,0.893475,-0.288774
2014-01-09 09:00:00,-1.154602,-0.897942,-0.378638,-2.085917,-0.504705
2014-01-09 10:00:00,-0.675852,-0.033245,0.944856,-0.360972,1.413568
2014-01-09 11:00:00,1.365387,-1.168292,0.757797,-0.154261,0.642080
2014-01-09 12:00:00,-0.361521,-0.154584,-1.782356,-0.971845,-0.382713
2014-01-09 13:00:00,-0.125556,-1.147699,-0.362620,-1.406208,-2.025146
2014-01-09 14:00:00,0.654915,0.097659,-0.133839,0.585804,-0.301870
2014-01-09 15:00:00,1.284798,-0.246797,-0.939587,-0.430736,-0.236557
2014-01-09 16:00:00,0.837481,0.820229,-0.272559,-0.513367,0.082568
2014-01-09 17:00:00,0.528414,0.652802,-0.411546,-0.636719,0.787913
2014-01-09 18:00:00,2.092915,-2.380610,0.698040,0.399660,1.084409
2014-01-09 19:00:00,-0.351705,0.603194,-2.894788,-1.764820,-1.736057
2014-01-09 20:00:00,-1.480817,-0.484839,0.349666,-0.725415,1.222745
2014-01-09 21:00:00,-1.323957,-1.425496,0.502683,-1.308534,0.517214
2014-01-09 22:00:00,-0.405607,1.566935,0.451004,-0.502514,-0.843911
2014-01-09 23:00:00,0.668618,0.985393,-1.260005,1.276261,-1.427907
2014-01-10 00:00:00,-0.354456,-0.052510,-0.168505,-1.256189,-0.738225
2014-01-10 01:00:00,-0.029483,1.504778,-2.601082,-1.056981,0.298549
2014-01-10 02:00:00,0.752377,1.474788,-0.993457,-0.059793,1.578143
2014-01-10 03:00:00,-0.665578,-0.473038,-0.257149,-0.229841,1.289984
2014-01-10 04:00:00,-0.545260,-1.387901,1.862850,1.364423,-0.015503
2014-01-10 05:00:00,-0.454038,-0.711338,0.074527,-0.558816,1.232052
2014-01-10 06:00:00,-0.245683,1.004417,0.377344,-0.484748,0.090285
2014-01-10 07:00:00,0.037985,-0.465801,-0.626565,-0.584036,-0.813150
2014-01-10 08:00:00,-0.970056,-1.791034,0.052685,0.022471,-0.390005
2014-01-10 09:00:00,0.351515,0.821424,-0.651548,0.648382,0.985591
2014-01-10 10:00:00,-0.729070,0.526617,-0.084406,1.802405,-1.972514
2014-01-10 11:00:00,-0.666997,-1.173836,0.242044,0.449278,-1.441270
2014-01-10 12:00:00,-2.602624,-0.599834,-0.183739,0.809613,-2.592101
2014-01-10 13:00:00,-1.018079,-0.732914,0.540466,-1.931050,0.147324
2014-01-10 14:00:00,0.426549,0.156617,0.264831,-1.731855,-0.270219
2014-01-10 15:00:00,-1.275129,-0.224754,1.054766,-1.119000,1.627517
2014-01-10 16:00:00,-1.947504,-1.880433,-1.145953,-0.463214,-1.264572
2014-01-10 17:00:00,-1.168611,-1.145819,-0.611331,-0.436226,0.012877
2014-01-10 18:00:00,-0.431510,-0.737607,-1.062733,0.407285,-1.328862
2014-01-10 19:00:00,0.030650,0.114252,-0.404884,-0.910552,-0.374252
2014-01-10 20:00:00,-1.104122,0.965589,-0.353457,-0.766454,-0.989501
2014-01-10 21:00:00,0.467340,1.359492,0.690468,-0.780254,1.009180
2014-01-10 22:00:00,-0.180298,-0.107190,0.042971,0.988263,0.216397
2014-01-10 23:00:00,1.286779,1.102706,1.366042,-0.406428,-0.678575
2014-01-11 00:00:00,-1.077362,0.187479,-0.690970,-0.223124,-0.447402
2014-01-11 01:00:00,0.735937,-1.958293,0.925894,1.794698,-0.980489
2014-01-11 02:00:00,-0.706225,-0.651602,1.012869,0.464725,1.609958
2014-01-11 03:00:00,-0.661396,-1.622302,2.365938,-0.505356,0.540937
2014-01-11 04:00:00,1.111496,2.423547,-0.522422,-0.828653,-0.501879
2014-01-11 05:00:00,0.569560,1.087303,-0.762080,1.176048,-0.019182
2014-01-11 06:00:00,0.085979,-2.093859,1.060064,1.034575,-0.227943
2014-01-11 07:00:00,0.586086,1.152916,-0.385417,-1.947361,0.217038
2014-01-11 08:00:00,-0.566762,0.393025,0.854841,-0.908629,0.278445
2014-01-11 09:00:00,0.183923,-1.654122,-0.830386,-0.230563,-1.401545
2014-01-11 10:00:00,0.865612,1.233573,1.049687,-0.444299,-0.217980
2014-01-11 11:00:00,-1.370027,0.118007,-1.202403,0.307176,0.496097
2014-01-11 12:00:00,0.301242,-0.034126,1.071130,-0.255938,-0.579995
2014-01-11 13:00:00,0.631600,-2.211456,-0.006404,2.729601,2.694314
2014-01-11 14:00:00,0.141767,0.116491,-0.182379,-1.655631,0.117108
2014-01-11 15:00:00,3.021403,-0.558018,0.054805,0.887849,-0.775761
2014-01-11 16:00:00,1.307018,0.723557,0.730987,0.012975,0.340625
2014-01-11 17:00:00,0.510510,0.226680,0.000853,-1.126764,-0.749480
2014-01-11 18:00:00,-1.053622,-1.152869,0.240843,0.229302,-0.717020
2014-01-11 19:00:00,0.122202,-0.756444,1.517985,0.643331,0.249727
2014-01-11 20:00:00,-1.202968,0.224548,-2.193720,0.333855,-0.768258
2014-01-11 21:00:00,1.480093,-0.278639,0.856095,-0.425151,0.405618
2014-01-11 22:00:00,-0.873309,-0.358163,-0.771500,0.876026,-0.312509
2014-01-11 23:00:00,1.478173,0.013025,0.627289,0.850624,-0.892505
2014-01-12 00:00:00,-0.185259,-0.583252,-1.204001,-2.781786,-0.413323
2014-01-12 01:00:00,0.474988,1.748939,0.450275,0.343614,0.865151
2014-01-12 02:00:00,0.740710,0.165854,-1.989647,-2.539403,-0.000367
2014-01-12 03:00:00,-0.033231,1.774357,-0.145341,-0.693024,0.087947
2014-01-12 04:00:00,0.433560,0.429421,0.285386,-0.531698,-0.088096
2014-01-12 05:00:00,-1.186191,-2.258786,-3.200088,-2.077763,1.340491
2014-01-12 06:00:00,0.431696,0.546703,0.669473,0.645379,-0.273086
2014-01-12 07:00:00,-2.224172,-1.031016,0.132847,0.063203,0.704986
2014-01-12 08:00:00,-0.119362,0.348767,1.110868,0.243452,-1.129955
2014-01-12 09:00:00,-0.886485,-0.672143,0.857052,-0.288215,0.413151
2014-01-12 10:00:00,-1.279991,-0.974299,1.447301,-0.140737,-1.269605
2014-01-12 11:00:00,-0.443217,1.053928,-0.017480,1.802898,-0.216544
2014-01-12 12:00:00,0.309824,0.451069,-0.432285,-1.224944,-1.144106
2014-01-12 13:00:00,-2.195250,1.205990,-0.803164,0.515062,0.535751
2014-01-12 14:00:00,-0.212201,-1.501910,-0.060397,1.656883,-1.116847
2014-01-12 15:00:00,1.380368,0.386182,0.440314,0.853813,-0.196142
2014-01-12 16:00:00,-2.511009,-0.168902,0.185379,-0.796045,-0.133020
2014-01-12 17:00:00,-1.337482,1.398823,-0.055413,1.248751,-1.103935
2014-01-12 18:00:00,1.214633,1.406218,-0.223381,0.169950,0.355690
2014-01-12 19:00:00,-0.538986,0.146853,-1.303164,-1.044398,2.277060
2014-01-12 20:00:00,-0.414048,-0.895903,1.424936,1.211424,0.085057
2014-01-12 21:00:00,-0.400695,0.695972,0.488257,-0.454297,0.997046
2014-01-12 22:00:00,0.372787,0.533027,0.742419,0.098420,0.277541
2014-01-12 23:00:00,0.886364,1.035186,0.224209,2.752876,0.044782
2014-01-13 00:00:00,-0.144593,0.159923,0.552200,2.267188,1.579850
2014-01-13 01:00:00,2.519591,-0.267909,-1.367089,-0.291400,0.426563
2014-01-13 02:00:00,-0.615217,-2.199508,0.396777,0.598775,-1.155708
2014-01-13 03:00:00,0.949280,0.352771,0.061524,0.853728,-0.231900
2014-01-13 04:00:00,1.514896,0.443728,-0.283855,-0.107614,-1.141456
2014-01-13 05:00:00,-0.039834,-0.441428,0.980650,1.761052,-1.309213
2014-01-13 06:00:00,0.390896,0.039703,1.718000,0.353773,0.200702
2014-01-13 07:00:00,-1.127318,1.125737,-0.901791,-0.720638,0.969443
2014-01-13 08:00:00,-2.579787,-0.445884,-0.497025,0.639489,0.046378
2014-01-13 09:00:00,1.835716,-0.303599,0.724178,0.778006,-0.297078
2014-01-13 10:00:00,0.354710,-0.902662,1.063531,-0.228298,-0.656793
2014-01-13 11:00:00,-0.526057,0.564574,-1.117553,0.316099,0.506334
2014-01-13 12:00:00,0.802746,-0.200754,1.078601,-1.579601,-0.521914
2014-01-13 13:00:00,0.121368,-1.770497,-0.737704,0.358215,0.971405
2014-01-13 14:00:00,-1.119858,0.566489,-0.423430,0.076645,1.105597
2014-01-13 15:00:00,-0.628198,1.076099,0.547306,0.629986,-0.454894
2014-01-13 16:00:00,-0.416971,0.567764,0.256141,-0.297721,0.602244
2014-01-13 17:00:00,0.532666,0.087527,1.714348,-0.828533,2.095322
2014-01-13 18:00:00,-1.560146,-0.769245,0.912725,0.786007,-1.299106
2014-01-13 19:00:00,-1.349452,0.094578,-1.420067,-0.073069,-0.885202
2014-01-13 20:00:00,0.929212,-0.388064,-0.147423,0.228930,-0.691158
2014-01-13 21:00:00,0.944535,-1.569204,-0.492572,-0.391600,1.476023
2014-01-13 22:00:00,-0.262366,-0.939419,0.531387,-0.069385,-0.113064
2014-01-13 23:00:00,0.149716,-0.590371,0.307047,0.363916,-0.057082
2014-01-14 00:00:00,-0.728721,0.171456,0.219050,-0.553939,0.081831
2014-01-14 01:00:00,0.208342,-0.482708,0.020592,-0.027022,0.991050
2014-01-14 02:00:00,-0.281540,-0.140268,-0.727711,0.726836,0.676565
2014-01-14 03:00:00,-0.185334,-0.040716,1.172424,-1.065055,0.131184
2014-01-14 04:00:00,0.388469,-0.230771,1.092320,0.130534,0.089097
2014-01-14 05:00:00,-0.069481,-0.714724,-0.698693,-0.480749,0.436109
2014-01-14 06:00:00,0.037336,-1.061588,1.412729,0.666052,0.195301
2014-01-14 07:00:00,-0.198488,0.092547,-0.615833,-0.309334,0.550182
2014-01-14 08:00:00,1.807668,-0.044655,1.045679,-0.974301,-1.200078
2014-01-14 09:00:00,0.942248,1.607704,-0.713220,-0.460643,0.129404
2014-01-14 10:00:00,0.371244,1.009219,0.448993,1.501541,2.796431
2014-01-14 11:00:00,0.686278,1.006962,0.540222,-0.364131,0.702768
2014-01-14 12:00:00,0.920804,-0.665799,-2.001084,1.455815,0.988518
2014-01-14 13:00:00,-0.365713,-0.471577,-0.689159,-0.505524,0.240257
2014-01-14 14:00:00,-0.049380,1.432161,-1.054340,1.783514,0.879282
2014-01-14 15:00:00,-0.572579,-0.155208,0.048236,1.410075,-2.455427
2014-01-14 16:00:00,1.211804,-1.237462,1.010607,1.536250,-0.284563
2014-01-14 17:00:00,-0.359866,-0.940896,0.557078,1.648385,-0.703331
2014-01-14 18:00:00,0.736229,0.561196,1.000090,-0.186428,0.310261
2014-01-14 19:00:00,-0.384555,0.986718,0.142949,-0.335248,0.356627
2014-01-14 20:00:00,2.979504,-0.169104,0.767252,-0.842667,1.030440
2014-01-14 21:00:00,0.268566,0.648663,-0.162220,-0.500267,-0.405032
2014-01-14 22:00:00,-0.328197,-0.040467,-0.671592,-1.111582,1.487450
2014-01-14 23:00:00,-2.159519,0.779245,2.630120,2.996870,-1.764849
2014-01-15 00:00:00,0.511939,-0.715835,0.598024,0.446952,-0.087904
2014-01-15 01:00:00,-0.673805,-0.456645,0.337632,-0.792145,0.650541
2014-01-15 02:00:00,-1.810181,1.675833,1.588646,-0.900109,-1.429126
2014-01-15 03:00:00,-1.111256,-0.027811,-0.899451,0.871346,0.380756
2014-01-15 04:00:00,-1.217364,0.291959,-0.082665,0.396833,0.572901
2014-01-15 05:00:00,0.591060,0.070139,-1.012433,1.018759,0.576554
2014-01-15 06:00:00,-0.004514,-0.557095,0.457498,0.309918,0.298385
2014-01-15 07:00:00,-1.007199,-1.203486,-0.512078,-0.516994,0.107462
